MovieID,Title,NumRatings
46,How to Make an American Quilt (1995),166
2789,Damien: Omen II (1978),165
3134,"Grand Illusion (Grande illusion, La) (1937)",165
3634,Seven Days in May (1964),165
3784,"Kid, The (2000)",165
195,Something to Talk About (1995),164
1875,Clockwatchers (1997),164
2852,"Soldier's Story, A (1984)",164
2879,Operation Condor (Feiying gaiwak) (1990),164
1083,"Great Race, The (1965)",164
2555,Baby Geniuses (1999),164
2902,Psycho II (1983),164
3181,Titus (1999),163
2836,Outside Providence (1999),163
3262,Twin Peaks: Fire Walk with Me (1992),163
2506,"Other Sister, The (1999)",163
2639,Mommie Dearest (1981),163
2092,"Return of Jafar, The (1993)",163
2017,Babes in Toyland (1961),162
1487,Selena (1997),162
2633,"Mummy, The (1932)",162
1401,Ghosts of Mississippi (1996),162
2787,Cat's Eye (1985),162
1593,Picture Perfect (1997),162
3024,Piranha (1978),161
2900,Monkey Shines (1988),161
3190,Supernova (2000),161
2026,Disturbing Behavior (1998),161
3051,Anywhere But Here (1999),161
2936,Sullivan's Travels (1942),161
332,Village of the Damned (1995),161
946,To Be or Not to Be (1942),161
2261,One Crazy Summer (1986),161
1840,He Got Game (1998),160
20,Money Train (1995),160
3325,"Next Best Thing, The (2000)",160
215,Before Sunrise (1995),160
3550,"Hunger, The (1983)",160
2442,Hilary and Jackie (1998),160
2798,Problem Child (1990),160
12,Dracula: Dead and Loving It (1995),160
2943,Indochine (1992),160
1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),159
2361,Pink Flamingos (1972),158
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",158
2043,Darby O'Gill and the Little People (1959),158
289,Only You (1994),158
18,Four Rooms (1995),157
549,Thirty-Two Short Films About Glenn Gould (1993),157
3660,Puppet Master (1989),157
3392,She-Devil (1989),157
2829,"Muse, The (1999)",157
2540,"Corruptor, The (1999)",156
419,"Beverly Hillbillies, The (1993)",156
3789,"Pawnbroker, The (1965)",156
3672,Benji (1974),156
1016,"Shaggy Dog, The (1959)",156
1445,McHale's Navy (1997),156
848,"Spitfire Grill, The (1996)",156
3529,"Postman Always Rings Twice, The (1981)",155
502,"Next Karate Kid, The (1994)",155
1699,"Butcher Boy, The (1998)",155
3480,Lucas (1986),155
3078,Liberty Heights (1999),155
3266,Man Bites Dog (C'est arrivé près de chez vous) (1992),154
1707,Home Alone 3 (1997),154
1082,"Candidate, The (1972)",154
2077,"Journey of Natty Gann, The (1985)",154
714,Dead Man (1995),153
2525,Alligator (1980),153
315,"Specialist, The (1994)",153
14,Nixon (1995),153
438,"Cowboy Way, The (1994)",152
892,Twelfth Night (1996),152
511,"Program, The (1993)",152
3364,"Asphalt Jungle, The (1950)",151
1794,Love and Death on Long Island (1997),151
3771,"Golden Voyage of Sinbad, The (1974)",151
473,In the Army Now (1994),151
842,Tales from the Crypt Presents: Bordello of Blood (1996),151
2382,Police Academy 5: Assignment: Miami Beach (1988),150
330,Tales from the Hood (1995),149
3011,"They Shoot Horses, Don't They? (1969)",149
518,"Road to Wellville, The (1994)",149
2383,Police Academy 6: City Under Siege (1989),149
3653,"Endless Summer, The (1966)",149
3727,Near Dark (1987),148
2024,"Rapture, The (1991)",148
2816,Iron Eagle II (1988),148
3728,One False Move (1991),148
2732,Jules and Jim (Jules et Jim) (1961),148
1453,"Beautician and the Beast, The (1997)",148
3747,Jesus' Son (1999),148
3865,"Original Kings of Comedy, The (2000)",147
1177,Enchanted April (1991),147
2315,Bride of Chucky (1998),147
2119,Maximum Overdrive (1986),147
2184,"Trouble with Harry, The (1955)",147
234,Exit to Eden (1994),147
1187,Passion Fish (1992),147
3929,"Bank Dick, The (1940)",147
15,Cutthroat Island (1995),146
2432,Stepmom (1998),146
1273,Down by Law (1986),146
1050,Looking for Richard (1996),146
2385,Home Fries (1998),146
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),146
2611,"Winslow Boy, The (1998)",146
700,Angus (1995),145
1464,Lost Highway (1997),145
1503,8 Heads in a Duffel Bag (1997),145
2935,"Lady Eve, The (1941)",145
2041,Condorman (1981),145
782,"Fan, The (1996)",145
3079,Mansfield Park (1999),145
2430,Mighty Joe Young (1949),144
3015,Coma (1978),144
2296,"Night at the Roxbury, A (1998)",144
2166,Return to Paradise (1998),144
3879,"Art of War, The (2000)",144
1468,Booty Call (1997),144
709,Oliver & Company (1988),144
3405,"Night to Remember, A (1958)",144
258,"Kid in King Arthur's Court, A (1995)",144
2629,"Love Letter, The (1999)",144
328,Tales From the Crypt Presents: Demon Knight (1995),144
3350,"Raisin in the Sun, A (1961)",143
299,Priest (1994),143
65,Bio-Dome (1996),143
3864,Godzilla 2000 (Gojira ni-sen mireniamu) (1999),143
459,"Getaway, The (1994)",143
3503,Solaris (Solyaris) (1972),143
1863,Major League: Back to the Minors (1998),142
1005,D3: The Mighty Ducks (1996),142
2370,"Emerald Forest, The (1985)",142
31,Dangerous Minds (1995),141
2354,"Rugrats Movie, The (1998)",141
436,Color of Night (1994),141
3689,Porky's II: The Next Day (1983),141
3385,Volunteers (1985),141
3457,Waking the Dead (1999),141
581,"Celluloid Closet, The (1995)",141
3091,Kagemusha (1980),141
694,"Substitute, The (1996)",141
1483,Crash (1996),141
358,Higher Learning (1995),141
2575,"Dreamlife of Angels, The (La Vie rêvée des anges) (1998)",141
2956,Someone to Watch Over Me (1987),141
2154,How Stella Got Her Groove Back (1998),140
267,Major Payne (1994),140
637,Sgt. Bilko (1996),140
378,Speechless (1994),140
2475,52 Pick-Up (1986),140
2069,"Trip to Bountiful, The (1985)",140
3028,"Taming of the Shrew, The (1967)",139
3063,Poison Ivy (1992),139
3445,Eyes of Laura Mars (1978),139
140,Up Close and Personal (1996),139
177,Lord of Illusions (1995),139
2492,20 Dates (1998),139
2596,SLC Punk! (1998),139
3616,Loser (2000),138
248,Houseguest (1994),138
3846,Easy Money (1983),138
1554,"Pillow Book, The (1995)",138
1726,"Postman, The (1997)",137
2748,Allan Quartermain and the Lost City of Gold (1987),137
548,Terminal Velocity (1994),137
2554,Children of the Damned (1963),136
2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),136
2612,Mildred Pierce (1945),136
1419,Walkabout (1971),136
3054,Pokémon: The First Movie (1998),136
1014,Pollyanna (1960),136
1306,Until the End of the World (Bis ans Ende der Welt) (1991),136
2660,"Thing From Another World, The (1951)",135
3889,Highlander: Endgame (2000),135
695,True Crime (1995),135
3937,Runaway (1984),135
1011,Herbie Rides Again (1974),135
558,"Pagemaster, The (1994)",135
1836,"Last Days of Disco, The (1998)",135
2757,Frances (1982),135
839,"Crow: City of Angels, The (1996)",135
2195,Dirty Work (1998),135
3475,"Place in the Sun, A (1951)",134
1681,Mortal Kombat: Annihilation (1997),134
2654,"Wolf Man, The (1941)",134
3327,Beyond the Mat (2000),134
2310,"Mighty, The (1998)",134
1992,Child's Play 2 (1990),133
135,Down Periscope (1996),133
479,Judgment Night (1993),133
3206,Against All Odds (1984),133
2996,Music of the Heart (1999),133
2851,Saturn 3 (1979),133
1897,High Art (1998),133
2924,Drunken Master (Zui quan) (1979),133
1190,Tie Me Up! Tie Me Down! (1990),132
556,"War Room, The (1993)",132
936,Ninotchka (1939),132
1085,"Old Man and the Sea, The (1958)",131
2561,True Crime (1999),131
829,Joe's Apartment (1996),131
2048,"Great Mouse Detective, The (1986)",131
2526,Meteor (1979),131
1498,Inventing the Abbotts (1997),131
2726,"Killing, The (1956)",130
2458,Armed and Dangerous (1986),130
3120,"Distinguished Gentleman, The (1992)",130
3142,U2: Rattle and Hum (1988),130
948,Giant (1956),130
2169,Dead Man on Campus (1998),130
2241,Class (1983),129
1176,"Double Life of Veronique, The (La Double Vie de Véronique) (1991)",129
2027,Mafia! (1998),129
1985,Halloween 4: The Return of Michael Myers (1988),129
3584,Breathless (1983),129
544,Striking Distance (1993),129
227,Drop Zone (1994),129
3287,"Tigger Movie, The (2000)",129
3564,"Flintstones in Viva Rock Vegas, The (2000)",128
2068,Fanny and Alexander (1982),128
2040,"Computer Wore Tennis Shoes, The (1970)",128
2151,"Gods Must Be Crazy II, The (1989)",128
100,City Hall (1996),128
2212,"Man Who Knew Too Much, The (1934)",128
1623,Wishmaster (1997),128
2860,Blue Streak (1999),128
3436,Dying Young (1991),128
662,Fear (1996),128
3915,Girlfight (2000),127
3571,Time Code (2000),127
851,Basquiat (1996),127
1986,Halloween 5: The Revenge of Michael Myers (1989),127
1999,"Exorcist III, The (1990)",127
305,Ready to Wear (Pret-A-Porter) (1994),127
1382,Marked for Death (1990),127
2967,"Bad Seed, The (1956)",127
360,I Love Trouble (1994),127
1465,Rosewood (1997),126
23,Assassins (1995),126
1024,"Three Caballeros, The (1945)",126
2443,Playing by Heart (1998),126
2337,Velvet Goldmine (1998),126
2817,Aces: Iron Eagle III (1992),125
2280,Clay Pigeons (1998),125
1484,"Daytrippers, The (1996)",124
3182,Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999),124
3925,Stranger Than Paradise (1984),124
547,Surviving the Game (1994),124
2498,My Favorite Martian (1999),123
1018,That Darn Cat! (1965),123
213,Burnt By the Sun (Utomlyonnye solntsem) (1994),123
2170,Wrongfully Accused (1998),123
761,"Phantom, The (1996)",123
3225,Down to You (2000),122
2436,Tea with Mussolini (1999),122
1938,"Lost Weekend, The (1945)",122
3286,Snow Day (2000),122
3690,Porky's Revenge (1985),122
3604,Gypsy (1962),122
1305,"Paris, Texas (1984)",121
1003,Extreme Measures (1996),121
2828,Dudley Do-Right (1999),121
1390,My Fellow Americans (1996),121
2364,Godzilla (Gojira) (1984),121
2290,Stardust Memories (1980),121
627,"Last Supper, The (1995)",121
691,Mrs. Winterbourne (1996),121
3600,Blue Hawaii (1961),121
801,Harriet the Spy (1996),121
3794,Chuck & Buck (2000),121
74,Bed of Roses (1996),120
346,Backbeat (1993),120
3758,Communion (1989),120
810,Kazaam (1996),120
2888,Drive Me Crazy (1999),119
2325,Orgazmo (1997),119
352,Crooklyn (1994),119
3554,Love and Basketball (2000),119
2535,Earthquake (1974),119
1804,"Newton Boys, The (1998)",119
2500,Jawbreaker (1999),119
1942,All the King's Men (1949),119
2882,Jakob the Liar (1999),118
2932,Days of Heaven (1978),118
2181,Marnie (1964),118
3045,Peter's Friends (1992),118
3130,Bonfire of the Vanities (1990),118
3824,Autumn in New York (2000),117
521,Romeo Is Bleeding (1993),117
523,Ruby in Paradise (1993),117
2360,"Celebration, The (Festen) (1998)",117
2899,Gulliver's Travels (1939),117
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",117
2460,"Texas Chainsaw Massacre 2, The (1986)",116
159,Clockers (1995),116
3557,Jennifer 8 (1992),116
1330,April Fool's Day (1986),116
1919,Madeline (1998),116
2514,Pet Sematary II (1992),116
1658,"Life Less Ordinary, A (1997)",116
2491,Simply Irresistible (1999),115
123,Chungking Express (1994),115
506,Orlando (1993),114
79,"Juror, The (1996)",114
1978,Friday the 13th Part V: A New Beginning (1985),114
334,Vanya on 42nd Street (1994),114
257,Just Cause (1995),114
2451,"Gate, The (1987)",113
2095,"Shaggy D.A., The (1976)",113
169,Free Willy 2: The Adventure Home (1995),113
1941,Hamlet (1948),113
3401,Baby... Secret of the Lost Legend (1985),113
1904,Henry Fool (1997),113
1998,Exorcist II: The Heretic (1977),113
3709,Sleepwalkers (1992),113
1667,Mad City (1997),113
3936,"Phantom of the Opera, The (1943)",112
312,Stuart Saves His Family (1995),112
1592,Air Bud (1997),112
1996,Poltergeist III (1988),112
1363,"Preacher's Wife, The (1996)",112
1979,Friday the 13th Part VI: Jason Lives (1986),112
3725,American Pop (1981),112
3840,Pumpkinhead (1988),112
2272,One True Thing (1998),112
1598,Desperate Measures (1998),111
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),111
2975,"Best Man, The (1999)",111
2351,Nights of Cabiria (Le Notti di Cabiria) (1957),111
1069,"Murder, My Sweet (1944)",110
2173,"Navigator: A Mediaeval Odyssey, The (1988)",110
3115,Flawless (1999),110
2418,Nothing in Common (1986),110
1629,"MatchMaker, The (1997)",109
2016,"Apple Dumpling Gang Rides Again, The (1979)",109
2165,Your Friends and Neighbors (1998),109
1606,Kull the Conqueror (1997),109
1686,Red Corner (1997),109
3330,Splendor in the Grass (1961),108
2988,Melvin and Howard (1980),108
1366,"Crucible, The (1996)",108
1855,Krippendorf's Tribe (1998),108
1043,To Gillian on Her 37th Birthday (1996),108
229,Death and the Maiden (1994),108
1935,How Green Was My Valley (1941),107
2940,Gilda (1946),107
2669,Pork Chop Hill (1959),107
743,Spy Hard (1996),107
3627,Carnival of Souls (1962),107
2782,Pit and the Pendulum (1961),107
575,"Little Rascals, The (1994)",107
3807,Sinbad and the Eye of the Tiger (1977),106
451,Flesh and Bone (1993),106
2066,Out of the Past (1947),106
3901,Duets (2000),106
692,Solo (1996),106
393,Street Fighter (1994),105
2548,"Rage: Carrie 2, The (1999)",105
809,Fled (1996),105
907,"Gay Divorcee, The (1934)",105
941,"Mark of Zorro, The (1940)",105
1984,Halloween III: Season of the Witch (1983),105
187,Party Girl (1995),105
425,Blue Sky (1994),105
465,Heaven & Earth (1993),105
1192,Paris Is Burning (1990),105
3406,Captain Horatio Hornblower (1951),105
2050,Herbie Goes Bananas (1980),104
1399,Marvin's Room (1996),104
1824,Homegrown (1998),104
2937,"Palm Beach Story, The (1942)",104
3767,Missing in Action 2: The Beginning (1985),104
3017,Creepshow 2 (1987),104
2314,Beloved (1998),104
3923,Return of the Fly (1959),104
886,Bulletproof (1996),104
2978,Three to Tango (1999),103
3357,East-West (Est-ouest) (1999),103
1535,Love! Valour! Compassion! (1997),103
781,Stealing Beauty (1996),103
835,Foxfire (1996),103
3599,Anchors Aweigh (1945),103
2149,House II: The Second Story (1987),103
2898,"Dark Half, The (1993)",102
2624,After Life (1998),102
9,Sudden Death (1995),102
1332,"Believers, The (1987)",102
2570,"Walk on the Moon, A (1999)",102
259,Kiss of Death (1995),102
2587,Life (1999),102
3872,"Suddenly, Last Summer (1959)",102
1827,"Big One, The (1997)",102
387,"Low Down Dirty Shame, A (1994)",102
2645,Dracula (1958),102
3094,Maurice (1987),101
3628,Flying Tigers (1942),101
735,Cemetery Man (Dellamorte Dellamore) (1994),101
3643,"Fighting Seabees, The (1944)",101
1004,"Glimmer Man, The (1996)",101
1816,Two Girls and a Guy (1997),101
2051,Herbie Goes to Monte Carlo (1977),101
